After Indexing Keywords for,https://www.essex.ac.uk/departments/computer-science-and-electronic-engineeringWe have:

Index	Keywords
1920	MMM 2017	
1921	Solutions 2016	
1922	Organiser Gamification	
1923	GamifIR 16	
1924	16 workshop	
1925	demos AIRS	
1926	AIRS 2016	
1927	papers CIKM	
1928	CIKM 2016	
1929	on Accessing	
1930	Accessing Cultural	
1931	Cultural Heritage	
1932	Heritage at	
1933	at Scale	
1934	Scale at	
1935	on Recent	
1936	Recent Advances	
1937	Advances in	
1938	in News	
1939	News Information	
1940	Retrieval NewsIR	
1941	NewsIR 16	
1942	16 at	
1943	Organiser KONVENS	
1944	KONVENS 2016	
1945	2016 Reviewing	
1946	Board WSDM	
1947	WSDM 2016	
1948	CHIIR 2016	
1949	2016 Senior	
1950	Committee PC	
1951	PC Demos	
1952	Demos LREC	
1953	2016 Scientific	
1954	Committee ACHS	
1955	ACHS Workshop	
1956	Workshop at	
1957	ESWC 2016	
1958	Solutions 2015	
1959	Organiser MultiLing	
1960	MultiLing 2015	
1961	CIKM 2015	
1962	Track AIRS	
1963	AIRS 2015	
1964	Committee JCDL	
1965	JCDL 2015	
1966	2015 Tutorials	
1967	Tutorials Co	
1968	Chair SIGIR	
1969	SIGIR 2015	
1970	papers FDIA	
1971	FDIA 2015	
1972	GamifIR 15	
1973	15 workshop	
1974	2015 Senior	
1975	Committee Panellist	
1976	Panellist AAAI	
1977	AAAI 2015	
1978	2015 Student	
1979	CLEF 2015	
1980	2015 News	
1981	ESWC 2015	
1982	ACL 2015	
1983	2015 Workshop	
1984	RANLP 2015	
1985	Intelligence 2015	
1986	IR 2015	
1987	Solutions 2014	
1988	SIGIR 2014	
1989	SIGIR Symposium	
1990	Symposium on	
1991	on IR	
1992	IR in	
1993	in Practice	
1994	Practice SIRIP	
1995	SIRIP 2014	
1996	GamifIR 14	
1997	Organiser Beyond	
1998	Beyond single	
1999	single shot	
2000	shot text	
2001	text queries	
2002	queries bridging	
2003	bridging the	
2004	the gap	
2005	gap s	
2006	s between	
2007	between research	
2008	research communities	
2009	communities MindTheGap	
2010	MindTheGap 14	
2011	at iConference	
2012	iConference 2014	
2013	IIiX 2014	
2014	Conference 2014	
2015	LREC 2014	
2016	2014 Scientific	
2017	EACL 2014	
2018	Committee UMAP	
2019	UMAP 2014	
2020	Multilingual Information	
2021	Access Programme	
2022	CLEF 2014	
2023	2014 News	
2024	KONVENS 2014	
2025	2014 Reviewing	
2026	Board MMM	
2027	MMM 2014	
2028	2014 Demo	
2029	Chair AAAI	
2030	AAAI 2014	
2031	2014 Student	
2032	Intelligence 2014	
2033	Solutions 2013	
2034	2013 Co	
2035	2013 Short	
2036	Short Paper	
2037	Paper and	
2038	and Demo	
2039	Chair Programme	
2040	2013 BARS	
2041	BARS Workshop	
2042	2013 ENRICH	
2043	ENRICH Workshop	
2044	RANLP 2013	
2045	Committee IJCNLP	
2046	IJCNLP 2013	
2047	ECIR 2013	
2048	Committee DIR	
2049	DIR 2013	
2050	Conference 2013	
2051	Intelligence 2013	
2052	IR 2013	
2053	ESWC 2013	
2054	Committee AAAI	
2055	AAAI 2013	
2056	2013 Student	
2057	ACL 2013	
2058	2013 Workshop	
2059	FDIA 2013	
2060	Solutions 2012	
2061	2012 Co	
2062	SIGIR 2012	
2063	Track Co	
2064	Chair Industry	
2065	Track Presentations	
2066	Presentations online	
2067	online IIiX	
2068	IIiX 2012	
2069	Day Programme	
2070	Retrieval Over	
2071	Over Query	
2072	Query Sessions	
2073	Sessions SIR2012	
2074	SIR2012 Programme	
2075	Conference 2012	
2076	KONVENS 2012	
2077	2012 Reviewing	
2078	Board NAACL	
2079	NAACL Student	
2080	Workshop and	
2081	Consortium 2012	
2082	EACL 2012	
2083	2012 Joint	
2084	Joint Workshop	
2085	Retrieval and	
2086	and Hybrid	
2087	Hybrid Machine	
2088	Machine Translation	
2089	Translation Programme	
2090	LREC 2012	
2091	on Creating	
2092	Creating Cross	
2093	Cross language	
2094	language Resources	
2095	Resources for	
2096	for Disconnected	
2097	Disconnected Languages	
2098	Languages and	
2099	and Styles	
2100	Styles Programme	
2101	Intelligence 2012	
2102	STAIRS 2012	
2103	Solutions 2011	
2104	2011 Co	
2105	2011 Industry	
2106	FDIA 2011	
2107	Committee WWW	
2108	WWW 2011	
2109	Committee Content	
2110	Content Analysis	
2111	Analysis Track	
2112	Track IRF	
2113	Conference 2011	
2114	and Invited	
2115	Invited Panelist	
2116	Panelist ACL	
2117	ACL HLT	
2118	HLT 2011	
2119	2011 Student	
2120	Student Session	
2121	Session Programme	
2122	Committee ACM	
2123	ACM Hypertext	
2124	Hypertext Workshop	
2125	Multilingual Hypertext	
2126	Hypertext Retrieval	
2127	Retrieval PMHR	
2128	PMHR 2011	
2129	Intelligence 2011	
2130	Solutions 2010	
2131	2010 Co	
2132	Organiser Missed	
2133	Missed it	
2134	it Read	
2135	Read our	
2136	our article	
2137	article in	
2138	in ITNow	
2139	ITNow ACM	
2140	ACM CIKM	
2141	CIKM 2010	
2142	2010 Demo	
2143	Chair Missed	
2144	Missed the	
2145	the conference	
2146	conference Conference	
2147	Conference report	
2148	report in	
2149	in SIGIR	
2150	SIGIR Forum	
2151	Forum ECIR	
2152	2010 Industry	
2153	IIiX 2010	
2154	Committee ECAI	
2155	ECAI 2010	
2156	STAIRS 2010	
2157	Conference 2010	
2158	2010 Student	
2159	RANLP 2009	
2160	Committee MinUCS	
2161	MinUCS 2009	
2162	ICTIR 2009	
2163	FDIA 2009	
2164	Committee NODALIDA	
2165	NODALIDA 2009	
2166	Committee Special	
2167	Special Issue	
2168	Issue of	
2169	the Journal	
2170	Journal Of	
2171	Of Natural	
2172	Engineering on	
2173	on Interactive	
2174	Interactive QA	
2175	QA 2009	
2176	2009 Guest	
2177	Guest Editorial	
2178	Editorial Board	
2179	Board Corpus	
2180	Corpus Profiling	
2181	Profiling Workshop	
2182	Workshop 2008	
2183	2008 co	
2184	co located	
2185	located with	
2186	with Information	
2187	Information Interaction	
2188	Interaction in	
2189	in Context	
2190	Context IIiX	
2191	IIiX 2008	
2192	Committee ECML	
2193	ECML PKDD	
2194	PKDD Workshop	
2195	on High	
2196	High level	
2197	level Information	
2198	Information Extraction	
2199	Extraction 2008	
2200	FDIA 2008	
2201	Committee Flatlands	
2202	Flatlands 2008	
2203	Committee organised	
2204	organised by	
2205	the Essex	
2206	Essex Language	
2207	Group ECIR	
2208	ECIR 2008	
2209	SIGIR 2007	
2210	2007 Demonstration	
2211	Demonstration Committee	
2212	RANLP 2007	
2213	2007 Programme	
2214	Committee Teaching	
2215	Teaching 2018	
2216	2018 19	
2217	19 Information	
2218	Retrieval CE306	
2219	CE306 CE706	
2220	CE706 PhD	
2221	PhD Students	
2222	Students some	
2223	some co	
2224	co supervised	
2225	supervised Dr	
2226	Dr Deirdre	
2227	Deirdre Lungley	
2228	Lungley Dr	
2229	Dr Mahmoud	
2230	Mahmoud El	
2231	El Haj	
2232	Haj Dr	
2233	Dr M	
2234	M Dyaa	
2235	Dyaa Albakour	
2236	Albakour Dr	
2237	Dr Suma	
2238	Suma Adindla	
2239	Adindla Dr	
2240	Dr Sharhida	
2241	Sharhida Saad	
2242	Saad Dr	
2243	Dr Azhar	
2244	Azhar Alhindi	
2245	Alhindi Dr	
2246	Dr Jon	
2247	Jon Chamberlain	
2248	Chamberlain Dr	
2249	Dr Roseline	
2250	Roseline Antai	
2251	Antai Dr	
2252	Dr Fawaz	
2253	Fawaz Alarfaj	
2254	Alarfaj Dr	
2255	Dr Maha	
2256	Maha Althobaiti	
2257	Althobaiti Dr	
2258	Dr Silviu	
2259	Silviu Paun	
2260	Paun Ans	
2261	Ans Alghamdi	
2262	Alghamdi Passed	
2263	Passed subject	
2264	subject to	
2265	to corrections	
2266	corrections David	
2267	David Gundry	
2268	Gundry external	
2269	supervisor Rob	
2270	Rob Homewood	
2271	Homewood external	
2272	supervisor Chris	
2273	Chris Madge	
2274	Madge Dino	
2275	Dino Ratcliffe	
2276	Ratcliffe Steve	
2277	Steve Zimmerman	
2278	Zimmerman Publications	
2279	Publications Selected	
2280	Selected Publications	
2281	Publications Foundation	
2282	Foundation and	
2283	and Trends	
2284	Trends in	
2285	Retrieval Book	
2286	Book Searching	
2287	Searching the	
2288	the Enterprise	
2289	Enterprise Review	
2290	by Martin	
2291	Martin White	
2292	White IntranetFocus	
2293	IntranetFocus Springer	
2294	Springer Book	
2295	Book Intelligent	
2296	Retrieval Review	
2297	by Informer	
2298	Informer Newsletter	
2299	Newsletter of	
2300	the BCS	
2301	BCS IRSG	
2302	IRSG Review	
2303	by ACM	
2304	ACM Computing	
2305	Computing Reviews	
2306	Reviews Udo	
2307	Kruschwitz University	
2308	Essex School	
2309	Engineering Wivenhoe	
2310	3SQ tel	
2311	tel 44	
2312	1206 872669	
2313	872669 fax	
2314	fax 44	
2315	1206 872788	
2316	872788 email	
2317	email udo	
2318	udo essex.ac.uk	
2319	essex.ac.uk 1997	
2320	1997 2018	
2321	2018 The	
2322	Udo last	
2323	last change	
2324	change 19	
2325	19 February	
2326	February 2019	
After Indexing Keywords for,http://csee.essex.ac.uk/staff/udo/index.htmlWe have:

Index	Phrases
1	Programme Committee	
2	2018 Programme	
3	Co Organiser	
4	Co Chair	
5	2017 Programme	
6	Workshop on	
7	Information Retrieval	
8	2019 Programme	
9	Committee Search	
10	Search Solutions	
11	2015 Programme	
12	2013 Programme	
13	LAC Day	
14	Committee ECIR	
15	2016 Programme	
16	at ECIR	
17	short papers	
18	workshop at	
19	Organiser SIGIR	
20	2014 Programme	
21	2012 Programme	
22	2011 Programme	
23	2010 Programme	
24	KTP project	
25	Industry Day	
26	Committee full	
27	Senior Programme	
28	Committee SIGIR	
29	Committee IEEE	
30	IEEE WIC	
31	WIC ACM	
32	ACM International	
33	International Conference	
34	Conference on	
35	on Web	
36	Web Intelligence	
37	IRF Conference	
38	Information Access	
39	in Information	
40	2009 Programme	
41	Udo Kruschwitz	
42	The Udo	
43	and the	
44	involving the	
45	papers demos	
46	Committee ACL	
47	Committee RANLP	
48	Committee IRF	
49	Committee Future	
50	Future Directions	
51	Directions in	
52	Access FDIA	
53	Knowledge Extraction	
54	Research Information	
55	Intelligent Document	
56	Document Retrieval	
57	Natural Language	
58	Language Engineering	
59	I am	
60	Language and	
61	and Computation	
62	Computation Group	
63	is a	
64	ECIR 2015	
65	project involving	
66	the School	
67	ECIR 2019	
68	Industry Track	
69	Committee CHIIR	
70	Committee User	
71	User Modeling	
72	Modeling Personalization	
73	Personalization Experience	
74	Experience Track	
75	Programme Co	
76	Committee CIKM	
77	ECIR 2018	
78	Committee LREC	
79	Scientific Committee	
80	full short	
81	2016 Co	
82	Gamification for	
83	for Information	
84	Retrieval GamifIR	
85	Reviewing Board	
86	Committee ESWC	
87	Committee IR	
88	Student Program	
89	Program Programme	
90	on Hybrid	
91	Hybrid Approaches	
92	Approaches to	
93	to Translation	
94	Translation HyTra	
95	HyTra Programme	
96	2014 Co	
97	Demo Co	
98	SIGIR 2013	
99	Workshop Programme	
100	ECIR 2012	
101	2008 Programme	
102	Review by	
103	Kruschwitz Web	
104	Web search	
105	search technology	
106	technology search	
107	search engines	
108	engines YPA	
109	YPA Information	
110	Retrieval IR	
111	IR Knowledge	
112	Extraction Ontologies	
113	Ontologies Research	
114	Information Intelligent	
115	Retrieval Springer	
116	Springer book	
117	book Natural	
118	Engineering The	
119	Udo Udo	
120	most recent	
121	Group .	
122	natural language	
123	of such	
124	project is	
125	is an	
126	an example	
127	the extraction	
128	extraction of	
129	information from	
130	partially structured	
131	structured data	
132	a look	
133	look at	
134	is now	
135	Poesio Kruschwitz	
136	this project	
137	builds on	
138	the Minority	
139	Minority Rights	
140	Rights Group	
141	of London	
142	Transfer Partnership	
143	Partnership KTP	
144	aimed at	
145	of human	
146	the project	
147	in our	
148	LREC 2016	
149	here is	
150	This project	
151	in November	
152	about the	
153	a project	
154	. PEBL	
155	PEBL AI	
156	. Development	
157	Development of	
158	a KTP	
159	Engineering and	
160	Meetup in	
161	in London	
162	London Co	
163	Co organiser	
164	full papers	
165	papers short	
166	Committee and	
167	and Doctoral	
168	Doctoral Consortium	
169	Committee NAACL	
170	NAACL HLT	
171	Committee Text2Story	
172	Committee The	
173	The Web	
174	Web Conference	
175	Track WSDM	
176	Committee SwissText	
177	SIGIR 2018	
178	at SIGIR	
179	Committee Games4NLP	
180	LREC 2018	
181	Committee ICTIR	
182	18 workshop	
183	Committee ISWC	
184	2017 Co	
185	Committee short	
186	IR Track	
187	SIGIR 2016	
188	Committee Workshop	
189	at JCDL	
190	JCDL 2016	
191	ECIR 2016	
192	2015 Co	
193	Committee Gamification	
194	Organiser ECIR	
195	Committee CLEF	
196	News Recommender	
197	Recommender Challenge	
198	Challenge NEWSREEL	
199	NEWSREEL Steering	
200	Steering Committee	
201	14 workshop	
202	ECIR 2014	
203	Organiser IIiX	
204	Committee EACL	
205	2014 Workshop	
206	on Personalised	
207	Personalised Multilingual	
208	Committee KONVENS	
209	2012 Industry	
210	2012 Workshop	
211	on Information	
212	Student Research	
213	Research Workshop	
214	Committee STAIRS	
215	ECIR 2011	
216	Day Co	
217	Chair ECIR	
218	ECIR 2010	
219	ACL 2010	
220	2008 Organising	
221	Organising Committee	
222	external co	
223	co supervisor	
224	44 1206	
225	Udo The	
226	Kruschwitz Research	
227	Information Research	
228	Research Interests	
229	Interests I	
230	am a	
231	the Language	
232	Group LAC	
233	LAC here	
234	here at	
235	at Essex	
236	Essex most	
237	recent 17th	
238	17th LAC	
239	Day 21st	
240	21st September	
241	September 2018	
242	2018 earlier	
243	earlier events	
244	events 16th	
245	16th LAC	
246	Day 2017	
247	2017 15th	
248	15th LAC	
249	Day 2016	
250	2016 14th	
251	14th LAC	
252	Day 2015	
253	2015 13th	
254	13th LAC	
255	Day 2014	
256	2014 12th	
257	12th LAC	
258	Day 2013	
